nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año,postulacion,empresa
"Jorge Marcelo, Poblete Lara",Hombre,22,20.249.279-7,jorge.p93@udec.cl,Universidad de Concepción,+56 9 1225-2165,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Gestión de Proyectos,Netflix
"Ramón Xavier, Bravo Vergara",Hombre,25,19.345.744-4,ramón.bravo@ug.uchile.cl,Universidad de Chile,+56 9 6129-8072,Ingeniería y Tecnología,Ingeniería Civil en Computación,5,Practicante en Redes,SpaceX
"Osvaldo Raúl, Arancibia Fariña",Hombre,21,20.460.154-6,o.arancibia63@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1465-2159,Arte y Diseño,Arte Digital,3,Practicante en Diseño de Videojuegos,Agencia BBDO
"Miguel Ignacio, Pizarro Lillo",Hombre,27,19.367.788-7,miguel.pizarro@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9314-4178,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Redes,Apple
"Dante Luis, Santos Contreras",Hombre,29,18.399.170-3,d.santos84@udp.cl,Universidad Diego Portales,+56 9 8730-1199,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8,Practicante en Robótica,Adobe
"Luciano Ricardo, Flores Orellana",Hombre,27,19.748.227-4,l.flores22@userena.cl,Universidad de La Serena,+56 9 1031-8408,Ciencias de la Salud,Enfermería,4,Practicante en Cirugía,Clínica Las Condes
"René Ximeno, Aguilera Riquelme",Hombre,19,21.190.778-3,r.aguilera93@udec.cl,Universidad de Concepción,+56 9 2361-0733,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2,Practicante en Redes Eléctricas,Google
"Víctor Patricio, Silva Ávila",Hombre,25,19.750.200-0,víctor.silva@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5726-9102,Ciencias Sociales y Humanidades,Trabajo Social,6,Practicante en Intervención Comunitaria,Banco Estado
"Francisco Felipe, Castro Mendoza",Hombre,27,19.388.332-3,francisco.c10@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2699-7109,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Robótica,Google
"Adolfo Benjamín, Ovalle Rivas",Hombre,28,18.229.847-0,adolfo.o79@ua.cl,Universidad Austral de Chile,+56 9 5265-4408,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Energías Renovables,Cisco
"Benjamín Simón, Barrios Hernández",Hombre,20,20.134.247-3,benjamín.barrios@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9771-8988,Ciencias Naturales,Física,3,Practicante en Física Nuclear,Laboratorio Bayer
"Kelvin Joaquín, Quinteros López",Hombre,27,19.769.402-K,k.quinteros@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2368-3197,Arte y Diseño,Diseño Gráfico,6,Practicante en Diseño de Packaging,Agencia BBDO
"Iván Valentín, Álvarez Gómez",Hombre,28,18.170.421-3,i.álvarez82@udec.cl,Universidad de Concepción,+56 9 0541-9237,Ciencias de la Salud,Enfermería,7,Practicante en Salud Mental,Clínica Alemana
"Nicolás Salvador, Rodríguez Aravena",Hombre,30,18.818.666-7,n.rodríguez31@udec.cl,Universidad de Concepción,+56 9 0984-5628,Ciencias Sociales y Humanidades,Sociología,7,Practicante en Sociología de la Educación,Universidad de Chile
"Víctor Andrés, Venegas Montes",Hombre,28,18.392.646-0,v.venegas79@ug.uchile.cl,Universidad de Chile,+56 9 3328-0734,Ciencias Naturales,Química,8,Practicante en Farmacología,Laboratorio Roche
"Rafael Xavier, Rojas Montes",Hombre,25,19.668.357-5,r.rojas54@ug.uchile.cl,Universidad de Chile,+56 9 1294-8208,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Ciberseguridad,Google
"Javier Guillermo, Díaz Barrios",Hombre,22,20.385.354-2,javier.d45@udec.cl,Universidad de Concepción,+56 9 9670-1351,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Fabricación de Maquinaria,SpaceX
"Magdalena Natalia, Santos Avendaño",Mujer,19,21.424.314-7,m.santos@udec.cl,Universidad de Concepción,+56 9 5703-0459,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2,Practicante en Fabricación de Maquinaria,Facebook
"Rocio Pamela, Lillo Lillo",Mujer,18,21.270.291-5,r.lillo27@userena.cl,Universidad de La Serena,+56 9 1191-5412,Arte y Diseño,Arte Digital,2,Practicante en Edición de Video,Agencia JWT
"Benjamín Felipe, Tapia Donoso",Hombre,27,19.993.966-2,b.tapia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7727-9574,Ciencias Sociales y Humanidades,Trabajo Social,5,Practicante en Protección de Menores,Universidad Católica de Chile
"Isabel Ivonne, González Bustos",Mujer,19,21.420.108-K,i.gonzález@udec.cl,Universidad de Concepción,+56 9 4970-7265,Ingeniería y Tecnología,Ingeniería Civil en Computación,1,Practicante en Redes,Apple
"Nemesio Federico, González Hernández",Hombre,30,18.471.813-0,n.gonzález48@udec.cl,Universidad de Concepción,+56 9 3835-4817,Arte y Diseño,Arte Digital,6,Practicante en Diseño de Videojuegos,Agencia BBDO
"Dante Pedro, Silva Valenzuela",Hombre,19,21.828.081-0,dante.s65@ug.uchile.cl,Universidad de Chile,+56 9 5299-5775,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Sociología Urbana,Banco Santander
"Luciano Ximeno, Carrasco Morales",Hombre,19,21.596.649-2,l.carrasco95@ug.uchile.cl,Universidad de Chile,+56 9 9588-9934,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Obras Civiles,SpaceX
"Ximeno Benjamín, Palma Medina",Hombre,19,21.324.024-4,x.palma48@udec.cl,Universidad de Concepción,+56 9 2286-5284,Arte y Diseño,Diseño Gráfico,2,Practicante en Diseño de Packaging,Agencia Ogilvy
"Quintín Guillermo, Torres González",Hombre,23,20.035.644-6,q.torres@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 6391-7198,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Internet de las Cosas,Microsoft
"Osvaldo Julio, Avendaño Poblete",Hombre,21,20.436.288-8,o.avendaño62@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0460-9324,Ciencias Sociales y Humanidades,Trabajo Social,2,Practicante en Asistencia Social,Banco Estado
"Elias Sebastián, Jiménez Villanueva",Hombre,22,20.602.547-8,e.jiménez8@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0011-0189,Ciencias Sociales y Humanidades,Derecho,4,Practicante en Propiedad Intelectual,Banco Santander
"María Margarita, Cádiz Peña",Mujer,22,20.018.125-0,m.cádiz81@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0676-4892,Arte y Diseño,Arquitectura,2,Practicante en Diseño de Interiores,Agencia Saatchi & Saatchi
"Renato Yerko, Silva Ortiz",Hombre,18,21.808.800-4,renato.s21@ug.uchile.cl,Universidad de Chile,+56 9 8652-4192,Ciencias de la Salud,Odontología,2,Practicante en Periodoncia,Hospital San Juan de Dios
"Carmen Luisa, Ávila Villalobos",Mujer,19,21.114.545-5,c.ávila51@ug.uchile.cl,Universidad de Chile,+56 9 1276-6117,Ciencias Sociales y Humanidades,Trabajo Social,3,Practicante en Protección de Menores,Banco Santander
"Marcela Lorena, Quinteros Gómez",Mujer,29,18.684.480-5,marcela.quinteros@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6866-3840,Ciencias de la Salud,Kinesiología,8,Practicante en Neurorehabilitación,Clínica Alemana Norte
"Adolfo Cristián, Pavez Gómez",Hombre,20,20.650.720-5,a.pavez19@uv.cl,Universidad de Valparaíso,+56 9 4953-3637,Ciencias Sociales y Humanidades,Derecho,2,Practicante en Derecho Corporativo,Banco Itaú
"Teobaldo Ignacio, Villanueva González",Hombre,29,18.046.870-7,t.villanueva9@usach.cl,Universidad de Santiago de Chile,+56 9 6933-2573,Ciencias Sociales y Humanidades,Trabajo Social,6,Practicante en Trabajo Social de Salud,Universidad Católica de Chile
"Eduardo Yerko, Navarro Gutiérrez",Hombre,27,19.328.156-9,e.navarro94@ug.uchile.cl,Universidad de Chile,+56 9 6825-6551,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,5,Practicante en Redes Eléctricas,Amazon
"Eduardo Pablo, Vergara Peña",Hombre,30,18.612.911-1,eduardo.vergara@usach.cl,Universidad de Santiago de Chile,+56 9 3290-4745,Ciencias Sociales y Humanidades,Psicología,8,Practicante en Psicología Escolar,Universidad de Chile
"Maximiliano Pablo, Hernández Osorio",Hombre,23,20.384.145-3,maximiliano.h68@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 4082-5485,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Robótica,Adobe
"Pascual Nicolás, Valdés Rodríguez",Hombre,20,20.958.270-K,p.valdés70@udec.cl,Universidad de Concepción,+56 9 0207-9757,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2,Practicante en Energía Renovable,Amazon
"Jorge Daniel, Ortega Valencia",Hombre,18,21.322.497-6,j.ortega@userena.cl,Universidad de La Serena,+56 9 8966-2236,Ingeniería y Tecnología,Ingeniería Civil en Computación,3,Practicante en Redes,Intel
"Gonzalo Renato, Montes Cabrera",Hombre,22,20.946.234-5,gonzalo.montes@uv.cl,Universidad de Valparaíso,+56 9 0940-8103,Ciencias de la Salud,Kinesiología,2,Practicante en Kinesiología Pediátrica,Clínica Santa María
"Daniel Víctor, Herrera Ortiz",Hombre,21,20.375.708-9,daniel.h70@userena.cl,Universidad de La Serena,+56 9 1172-6190,Ingeniería y Tecnología,Ingeniería Civil en Computación,3,Practicante en Ciberseguridad,Microsoft
"Constanza Patricia, Araya Castro",Mujer,23,20.686.290-4,constanza.a97@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8976-1365,Ciencias Sociales y Humanidades,Trabajo Social,3,Practicante en Asistencia Social,Universidad Católica de Chile
"Salvador Marco, Silva Villalobos",Hombre,26,19.051.228-6,s.silva22@uai.cl,Universidad Adolfo Ibáñez,+56 9 4215-5817,Arte y Diseño,Diseño Gráfico,4,Practicante en Agencia de Diseño,Agencia McCann
"Felipe Félix, Ávila Sanchez",Hombre,29,18.872.451-6,f.ávila53@ug.uchile.cl,Universidad de Chile,+56 9 3156-8901,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Inteligencia Artificial,Tesla
"Beatriz Sara, Silva López",Mujer,25,19.085.787-9,b.silva36@userena.cl,Universidad de La Serena,+56 9 2770-6102,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Electrónica de Potencia,Oracle
"Benjamín Dante, Campos Figueroa",Hombre,27,19.371.042-9,benjamín.campos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2745-0795,Ciencias de la Salud,Kinesiología,6,Practicante en Kinesiología Pediátrica,Hospital San Juan de Dios
"Tatiana Isabel, Pérez Rojas",Mujer,20,20.162.364-7,tatiana.pérez@udec.cl,Universidad de Concepción,+56 9 1248-1685,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Sistemas de Control,Oracle
"Ricardo Leandro, Arancibia Baeza",Hombre,25,19.158.911-2,r.arancibia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9882-6446,Ingeniería y Tecnología,Ingeniería Civil,6,Practicante en Obras Civiles,Apple
"Alejandra Elena, Venegas Barrios",Mujer,18,21.437.222-4,alejandra.v7@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8877-4093,Arte y Diseño,Diseño Gráfico,2,Practicante en Agencia de Diseño,Agencia Ogilvy
"Dante Urbano, Lara Mendoza",Hombre,23,20.897.277-9,dante.lara@userena.cl,Universidad de La Serena,+56 9 5552-6181,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Logística,Google
"Simón Gonzalo, Álvarez Cisternas",Hombre,21,20.610.762-K,simón.álvarez@userena.cl,Universidad de La Serena,+56 9 3609-8115,Ciencias Naturales,Geología,3,Practicante en Mapeo Geológico,Laboratorio Bayer
"Luis Gaspar, Guzmán Poblete",Hombre,28,18.829.344-0,luis.g72@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0960-5062,Ciencias Sociales y Humanidades,Psicología,6,Practicante en Psicoterapia,Universidad de Chile
"Carmen Renata, Torres Medina",Mujer,30,18.170.500-8,c.torres54@ua.cl,Universidad Austral de Chile,+56 9 9573-5203,Ingeniería y Tecnología,Ingeniería Civil Industrial,7,Practicante en Consultoría Empresarial,Microsoft
"Lorena Vanessa, Barrios Lara",Mujer,21,20.375.853-4,lorena.barrios@udec.cl,Universidad de Concepción,+56 9 9817-3815,Ciencias Naturales,Química,2,Practicante en Química Inorgánica,Laboratorio Pasteur
"Kelvin Raúl, Osorio Lara",Hombre,20,20.642.780-5,k.osorio@udec.cl,Universidad de Concepción,+56 9 9277-2720,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Sociología Urbana,Banco Santander
"Jacinto Felipe, Valencia Martínez",Hombre,28,18.975.831-8,jacinto.valencia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7633-3924,Ciencias de la Salud,Enfermería,6,Practicante en Atención Primaria,Clínica Dávila
"Gabriela Ignacia, Tapia Ávila",Mujer,23,20.694.869-1,g.tapia70@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6872-5490,Ciencias Naturales,Física,3,Practicante en Óptica y Fotónica,Laboratorio Pfizer
"René Miguel, Poblete Baeza",Hombre,23,20.018.828-8,rené.p19@ug.uchile.cl,Universidad de Chile,+56 9 9528-8011,Ingeniería y Tecnología,Ingeniería Civil Industrial,3,Practicante en Calidad,Microsoft
"Juan Hugo, Poblete Aguilera",Hombre,19,21.661.427-5,juan.p92@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2021-4470,Ciencias Sociales y Humanidades,Derecho,3,Practicante en Derecho Familiar,Banco Itaú
"Rodrigo Feliciano, Sepúlveda Orellana",Hombre,23,20.298.044-2,r.sepúlveda39@ua.cl,Universidad Austral de Chile,+56 9 3306-0103,Ciencias de la Salud,Enfermería,2,Practicante en Salud Mental,Clínica Santa María
"Javiera Beatriz, Lara Cáceres",Mujer,18,21.725.342-K,j.lara@ug.uchile.cl,Universidad de Chile,+56 9 4628-9522,Arte y Diseño,Diseño Gráfico,1,Practicante en Identidad Corporativa,Agencia Leo Burnett
"Carmen Violeta, Vargas Vásquez",Mujer,20,20.746.604-8,c.vargas22@userena.cl,Universidad de La Serena,+56 9 8408-7317,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Estudios de Género,Banco Itaú
"Ulises Fernando, Reyes Herrera",Hombre,22,20.367.413-2,u.reyes9@ug.uchile.cl,Universidad de Chile,+56 9 5131-5037,Ciencias Sociales y Humanidades,Sociología,4,Practicante en Sociología Urbana,Universidad de Santiago de Chile
"Gabriela Emiliana, Cáceres Vásquez",Mujer,24,19.166.554-4,gabriela.c47@uai.cl,Universidad Adolfo Ibáñez,+56 9 4283-9173,Ingeniería y Tecnología,Ingeniería Civil,5,Practicante en Geotecnia,Netflix
"Montserrat Yasna, Sanchez Ibarra",Mujer,22,20.340.796-7,montserrat.sanchez@userena.cl,Universidad de La Serena,+56 9 0093-3621,Ciencias de la Salud,Medicina,4,Practicante en Medicina General,Clínica Alemana
"Jorge Francisco, Vargas Arancibia",Hombre,21,20.277.059-8,j.vargas89@uai.cl,Universidad Adolfo Ibáñez,+56 9 9792-1082,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Ciberseguridad,Netflix
"Eugenia Lucía, Villalobos Valencia",Mujer,22,20.303.789-6,e.villalobos45@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4760-8325,Ciencias de la Salud,Medicina,3,Practicante en Medicina General,Clínica Las Condes
"Iván Antonio, Figueroa Toro",Hombre,30,18.900.422-5,iván.f80@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7031-7842,Arte y Diseño,Arquitectura,6,Practicante en Urbanismo,Agencia DDB
"Francisco Sebastián, Flores Soto",Hombre,19,21.898.578-9,francisco.f99@udec.cl,Universidad de Concepción,+56 9 4937-5183,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2,Practicante en Sistemas de Control,Cisco
"Ernesto Javier, Palma Toro",Hombre,27,19.042.431-2,ernesto.p81@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4917-3452,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Hidrología,Netflix
"Tobías Guillermo, Figueroa Cortés",Hombre,22,20.931.023-3,t.figueroa30@uv.cl,Universidad de Valparaíso,+56 9 7281-9956,Arte y Diseño,Arquitectura,4,Practicante en Urbanismo,Agencia DDB
"Álvaro Gonzalo, Ovalle Palma",Hombre,21,20.388.754-6,álvaro.o7@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 3423-3421,Ciencias de la Salud,Kinesiología,2,Practicante en Kinesiología Pediátrica,Clínica Alemana
"Javier Federico, Contreras Muñoz",Hombre,28,18.634.512-4,javier.c0@userena.cl,Universidad de La Serena,+56 9 8187-8452,Ingeniería y Tecnología,Ingeniería Civil,6,Practicante en Geotecnia,Adobe
"Eugenio Juan, Herrera Pavez",Hombre,19,21.897.751-0,e.herrera91@ug.uchile.cl,Universidad de Chile,+56 9 5251-5734,Ciencias Sociales y Humanidades,Trabajo Social,1,Practicante en Protección de Menores,Universidad de Chile
"Juan Oscar, Guzmán Lillo",Hombre,27,19.233.993-3,juan.g18@uv.cl,Universidad de Valparaíso,+56 9 9056-6059,Ciencias Sociales y Humanidades,Derecho,5,Practicante en Derecho Corporativo,Universidad de Chile
"Camilo Osvaldo, Carrasco Bustos",Hombre,23,20.157.851-2,camilo.carrasco@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4977-8008,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicología Organizacional,Banco Santander
"Claudia Emiliana, Bravo Carrasco",Mujer,28,18.552.523-3,claudia.bravo@ug.uchile.cl,Universidad de Chile,+56 9 4493-9864,Ciencias Sociales y Humanidades,Derecho,7,Practicante en Propiedad Intelectual,Banco Itaú
"Nemesio Sebastián, Cortés Vargas",Hombre,27,19.969.924-2,n.cortés78@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 6366-3545,Ciencias de la Salud,Enfermería,5,Practicante en Cirugía,Clínica Indisa
"Felipe Francisco, Osorio Sáez",Hombre,21,20.840.648-0,felipe.o14@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 0620-3643,Arte y Diseño,Arte Digital,3,Practicante en Edición de Video,Agencia McCann
"Clemente Kelvin, Núñez Gómez",Hombre,19,21.853.491-7,c.núñez48@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3912-3640,Ciencias Naturales,Biología,3,Practicante en Genética,Laboratorio Bayer
"Feliciano Dante, Muñoz Toledo",Hombre,18,21.994.643-7,feliciano.m53@ua.cl,Universidad Austral de Chile,+56 9 8564-3825,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Consultoría Empresarial,Apple
"José Camilo, Poblete Palma",Hombre,29,18.032.742-3,josé.p13@uv.cl,Universidad de Valparaíso,+56 9 8892-5102,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Energías Renovables,Oracle
"Carlos Ximeno, Ávila Ibarra",Hombre,19,21.929.210-K,c.ávila28@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 4335-7630,Ciencias de la Salud,Enfermería,3,Practicante en Cuidados Intensivos,Hospital San Juan de Dios
"Luz Belen, Poblete Bustos",Mujer,29,18.899.778-0,l.poblete18@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0864-3845,Ciencias de la Salud,Kinesiología,6,Practicante en Rehabilitación Deportiva,Clínica Alemana Norte
"Pascual Salvador, Donoso Reyes",Hombre,19,21.339.852-8,pascual.d91@uai.cl,Universidad Adolfo Ibáñez,+56 9 6447-5392,Ciencias Sociales y Humanidades,Psicología,2,Practicante en Psicoterapia,Banco Santander
"Zenón Nelson, Valencia Soto",Hombre,26,19.263.365-9,zenón.valencia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5150-6779,Ciencias Naturales,Biología,4,Practicante en Biología Marina,Laboratorio Pasteur
"Ximeno Benjamín, Villanueva Cortés",Hombre,30,18.782.000-6,x.villanueva@udec.cl,Universidad de Concepción,+56 9 1337-5065,Ciencias de la Salud,Odontología,7,Practicante en Periodoncia,Clínica Indisa
"Antonio Ignacio, Lagos Arancibia",Hombre,29,18.608.584-2,a.lagos58@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3258-6110,Ingeniería y Tecnología,Ingeniería Civil Industrial,7,Practicante en Optimización de Procesos,Apple
"Julio Héctor, Martínez Rivas",Hombre,22,20.061.162-0,julio.m68@ug.uchile.cl,Universidad de Chile,+56 9 3981-8520,Ciencias de la Salud,Kinesiología,2,Practicante en Rehabilitación Deportiva,Clínica Dávila
"Andrea Belen, Fariña Romero",Mujer,20,20.793.489-5,andrea.fariña@userena.cl,Universidad de La Serena,+56 9 3429-3070,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Inteligencia Artificial,Intel
