nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año
"Sara Daniela, Fariña Osorio",F,20,20.840.555-1,s.fariña27@ug.uchile.cl,Universidad de Chile,+56 9 1693-0833,Ciencias de la Salud,Odontología,3
"Eugenia Francisca, Arancibia Lillo",F,29,18.086.925-0,e.arancibia@udec.cl,Universidad de Concepción,+56 9 3226-8595,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Emilia Violeta, Espinoza Sanchez",F,20,20.038.205-9,emilia.e77@ug.uchile.cl,Universidad de Chile,+56 9 0409-7294,Ciencias de la Salud,Medicina,2
"Patricia Catalina, Mendoza López",F,28,18.836.080-1,p.mendoza@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7110-4738,Ingeniería y Tecnología,Ingeniería Civil en Computación,8
"María Elena, Donoso Muñoz",F,29,18.699.448-3,maría.d73@uai.cl,Universidad Adolfo Ibáñez,+56 9 2853-2067,Ingeniería y Tecnología,Ingeniería Civil,6
"Adriana Wendy, Figueroa Lagos",F,19,21.330.571-8,adriana.f32@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2276-3437,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Patricio Julio, Fernández Calderón",M,23,20.296.272-8,p.fernández@userena.cl,Universidad de La Serena,+56 9 0228-4503,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Raúl Patricio, Ibarra Salazar",M,30,18.316.889-2,raúl.ibarra@udec.cl,Universidad de Concepción,+56 9 3460-6757,Ciencias de la Salud,Odontología,6
"Eugenio Waldo, Núñez Lillo",M,19,21.713.840-3,e.núñez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0575-3782,Ciencias de la Salud,Medicina,1
"Pedro Guillermo, Hernández Medina",M,21,20.839.890-5,p.hernández75@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 5342-4027,Arte y Diseño,Diseño Gráfico,3
"Leonardo Jorge, González Rivas",M,18,21.816.191-4,leonardo.gonzález@ua.cl,Universidad Austral de Chile,+56 9 2442-4032,Ciencias Sociales y Humanidades,Derecho,2
"Valerie Francisca, Barrios Toledo",F,29,18.871.145-3,v.barrios@udec.cl,Universidad de Concepción,+56 9 0103-6113,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Pedro Cristián, Medina Toro",M,24,19.310.675-4,pedro.m67@usach.cl,Universidad de Santiago de Chile,+56 9 6269-0418,Ciencias Naturales,Biología,5
"Vanessa Susana, Carvajal Toledo",F,30,18.012.608-1,v.carvajal82@ug.uchile.cl,Universidad de Chile,+56 9 2847-9924,Ingeniería y Tecnología,Ingeniería Civil Industrial,7
"Ricardo Cristián, Carrasco Sandoval",M,23,20.885.127-2,ricardo.carrasco@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0589-1643,Ingeniería y Tecnología,Ingeniería Civil,2
"Daniel Fernando, Carvajal Vargas",M,22,20.554.036-0,d.carvajal88@udec.cl,Universidad de Concepción,+56 9 7446-1163,Ciencias Sociales y Humanidades,Derecho,2
"Rodrigo Quintín, Santos Lara",M,21,20.019.353-6,rodrigo.santos@uai.cl,Universidad Adolfo Ibáñez,+56 9 0253-6805,Ingeniería y Tecnología,Ingeniería Civil Industrial,2
"Jacinto Zenón, Escobar Baeza",M,22,20.985.199-K,jacinto.escobar@udec.cl,Universidad de Concepción,+56 9 2880-1786,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Pedro Yago, Martínez Garrido",M,20,20.333.326-8,p.martínez39@ua.cl,Universidad Austral de Chile,+56 9 0336-2924,Ciencias de la Salud,Kinesiología,3
"Zaqueo Oscar, Calderón Cortés",M,28,18.197.096-1,z.calderón22@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2092-5522,Arte y Diseño,Diseño Gráfico,8
"Isabel Celia, Cuevas Navarro",F,27,19.039.172-K,i.cuevas60@udec.cl,Universidad de Concepción,+56 9 9365-5928,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Daniela Teresa, Salazar Villanueva",F,22,20.589.542-5,d.salazar@udec.cl,Universidad de Concepción,+56 9 8845-1091,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Franco Francisco, Rodríguez Avendaño",M,23,20.619.733-2,f.rodríguez89@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1899-6816,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Nemesio Alberto, Cáceres Aravena",M,30,18.092.720-0,nemesio.c81@ua.cl,Universidad Austral de Chile,+56 9 6456-0083,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6
"Valentín Urbano, Oyarzún Pavez",M,27,19.638.425-2,v.oyarzún49@ug.uchile.cl,Universidad de Chile,+56 9 9612-9811,Ciencias Sociales y Humanidades,Psicología,5
"Luisa Elena, Barrios Aravena",F,30,18.020.918-4,luisa.b75@userena.cl,Universidad de La Serena,+56 9 2094-5174,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Simón Rafael, Cádiz Pérez",M,29,18.827.874-0,simón.c59@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2252-5472,Ciencias de la Salud,Kinesiología,8
"Rafael Adolfo, Bustos Rojas",M,21,20.258.402-5,r.bustos@uv.cl,Universidad de Valparaíso,+56 9 6262-4216,Ciencias Naturales,Biología,2
"Cristián Manuel, Torres Cisternas",M,25,19.457.860-0,cristián.torres@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3388-6730,Ingeniería y Tecnología,Ingeniería Civil,6
"Ulises Kelvin, Díaz Bravo",M,21,20.406.697-9,ulises.d59@uv.cl,Universidad de Valparaíso,+56 9 4079-1811,Ciencias de la Salud,Kinesiología,2
"Rafael Alberto, Salazar Catalán",M,28,18.854.318-0,rafael.s16@ug.uchile.cl,Universidad de Chile,+56 9 2300-3976,Ingeniería y Tecnología,Ingeniería Civil Industrial,7
"Martín Daniel, Fariña Suárez",M,29,18.713.961-K,m.fariña62@ug.uchile.cl,Universidad de Chile,+56 9 1569-8872,Ingeniería y Tecnología,Ingeniería Civil Industrial,7
"Álvaro Fernando, Riquelme Silva",M,30,18.864.828-K,á.riquelme25@ug.uchile.cl,Universidad de Chile,+56 9 7127-6537,Ciencias Sociales y Humanidades,Derecho,6
"Marco Marco, Medina Silva",M,19,21.342.908-4,m.medina14@udec.cl,Universidad de Concepción,+56 9 0117-6457,Ingeniería y Tecnología,Ingeniería Civil en Computación,1
"Marisol Romina, Guzmán Gómez",F,20,20.086.006-1,marisol.guzmán@udp.cl,Universidad Diego Portales,+56 9 5065-4059,Ciencias de la Salud,Enfermería,2
"Celia Ivonne, Navarro Rodríguez",F,30,18.726.225-3,c.navarro52@ug.uchile.cl,Universidad de Chile,+56 9 6025-6509,Ingeniería y Tecnología,Ingeniería Civil en Computación,8
"Roberto Guillermo, Carvajal Fernández",M,18,21.598.444-0,r.carvajal22@udec.cl,Universidad de Concepción,+56 9 4568-9189,Ciencias Sociales y Humanidades,Sociología,3
"Valentina Olga, Pérez Lara",F,30,18.360.891-8,v.pérez37@uv.cl,Universidad de Valparaíso,+56 9 1021-6526,Ciencias Naturales,Biología,7
"Hernán Feliciano, Vergara Peña",M,25,19.418.463-3,h.vergara62@ug.uchile.cl,Universidad de Chile,+56 9 6216-6097,Ciencias de la Salud,Enfermería,5
"Carlos Jorge, Reyes Pizarro",M,23,20.000.913-9,c.reyes18@usach.cl,Universidad de Santiago de Chile,+56 9 3932-7227,Ciencias de la Salud,Medicina,2
"Daniela Mireya, Cuevas Ávila",F,28,18.085.047-8,daniela.cuevas@ug.uchile.cl,Universidad de Chile,+56 9 6392-9126,Ingeniería y Tecnología,Ingeniería Civil en Computación,8
"Nora Ximena, Medina Moreno",F,27,19.096.608-4,nora.m5@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6770-1282,Arte y Diseño,Diseño Gráfico,5
"Pablo Raúl, Palma Espinoza",M,23,20.049.767-8,p.palma65@udec.cl,Universidad de Concepción,+56 9 5542-8488,Ciencias Sociales y Humanidades,Trabajo Social,3
"Margarita Vanessa, Sáez Catalán",F,26,19.586.551-9,margarita.s96@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4298-7647,Ciencias Naturales,Física,5
"Ignacio Ernesto, Lagos Sandoval",M,28,18.617.322-2,ignacio.lagos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1290-6923,Arte y Diseño,Diseño Gráfico,6
"Joaquín Pascual, Vargas Vergara",M,19,21.784.086-9,j.vargas96@ug.uchile.cl,Universidad de Chile,+56 9 1276-6317,Ciencias Naturales,Geología,2
"Armando Homero, Rojas Moreno",M,27,19.031.144-4,a.rojas44@udec.cl,Universidad de Concepción,+56 9 9553-7202,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Alejandro Rafael, Mora Oyarzún",M,20,20.211.721-3,alejandro.mora@uv.cl,Universidad de Valparaíso,+56 9 7012-4745,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Pascual Armando, Poblete Rojas",M,22,20.979.753-6,pascual.p81@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6974-7055,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Claudio Elias, Quinteros Valencia",M,26,19.127.143-7,claudio.q19@uv.cl,Universidad de Valparaíso,+56 9 6064-6239,Ciencias Sociales y Humanidades,Psicología,4
"Marisol Rosa, Torres Ortiz",F,29,18.914.324-0,m.torres96@udp.cl,Universidad Diego Portales,+56 9 5210-5958,Ciencias Sociales y Humanidades,Sociología,8
"Hugo Tobías, Gómez Donoso",M,18,21.932.940-0,h.gómez@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 0920-5419,Ciencias Sociales y Humanidades,Trabajo Social,2
"Mónica Mireya, Valdés Silva",F,21,20.615.653-6,mónica.valdés@ug.uchile.cl,Universidad de Chile,+56 9 1810-8359,Ciencias Sociales y Humanidades,Sociología,4
"Patricia Catalina, Suárez Venegas",F,26,19.770.219-6,patricia.s65@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8234-1948,Ciencias de la Salud,Kinesiología,5
"Patricio Álvaro, Sanchez Rodríguez",M,18,21.584.520-6,p.sanchez37@ug.uchile.cl,Universidad de Chile,+56 9 8494-4392,Ciencias de la Salud,Enfermería,3
"Camelia Romina, Cortés Toledo",F,19,21.743.387-0,camelia.c53@udp.cl,Universidad Diego Portales,+56 9 7575-4595,Ingeniería y Tecnología,Ingeniería Civil,2
"Leonardo Urbano, Ortiz Osorio",M,27,19.160.435-6,leonardo.ortiz@uai.cl,Universidad Adolfo Ibáñez,+56 9 6015-7863,Ciencias Naturales,Biología,6
"Tobías Nemesio, Cisternas Cortés",M,27,19.808.824-3,tobías.c26@udp.cl,Universidad Diego Portales,+56 9 5369-0808,Ciencias de la Salud,Odontología,4
"Pedro Ramón, Ávila Peña",M,29,18.923.413-4,p.ávila1@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7561-9041,Arte y Diseño,Diseño Gráfico,8
"Zenón Nemesio, Lara Silva",M,27,19.466.772-7,z.lara@udec.cl,Universidad de Concepción,+56 9 1815-5115,Arte y Diseño,Arquitectura,4
"Emilio Joaquín, Santos Bustos",M,28,18.964.978-4,e.santos23@udp.cl,Universidad Diego Portales,+56 9 7761-9893,Ciencias de la Salud,Medicina,6
"Lorena Vanessa, Baeza Barrios",F,22,20.862.696-7,lorena.b44@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0141-8933,Ciencias Naturales,Química,2
"Hernán Nemesio, Martínez Riquelme",M,25,19.166.276-5,h.martínez@ug.uchile.cl,Universidad de Chile,+56 9 6080-5570,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5
"Montserrat Marcela, Riquelme Pérez",F,30,18.932.475-9,montserrat.r33@uai.cl,Universidad Adolfo Ibáñez,+56 9 5825-7640,Ciencias Sociales y Humanidades,Psicología,8
"Zenón Yerko, Escobar Guzmán",M,21,20.255.343-1,z.escobar67@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0630-1223,Ciencias Sociales y Humanidades,Psicología,2
"Andrea Elisa, Pizarro Aguilera",F,23,20.566.651-3,a.pizarro25@udp.cl,Universidad Diego Portales,+56 9 1745-9742,Ciencias Sociales y Humanidades,Psicología,4
"Maximiliano Kelvin, Toledo Poblete",M,23,20.116.654-9,m.toledo76@udec.cl,Universidad de Concepción,+56 9 6978-6372,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Felipe Víctor, Vargas Ortega",M,28,18.270.469-7,felipe.v18@ug.uchile.cl,Universidad de Chile,+56 9 3953-7449,Arte y Diseño,Arquitectura,7
"Luis Ernesto, Silva Navarro",M,27,19.283.373-1,l.silva@udec.cl,Universidad de Concepción,+56 9 4012-2219,Ingeniería y Tecnología,Ingeniería Civil,5
"Antonia Elisa, Vásquez Morales",F,19,21.119.462-4,a.vásquez35@ug.uchile.cl,Universidad de Chile,+56 9 5753-8600,Ingeniería y Tecnología,Ingeniería Civil en Computación,1
"Gaspar Maximiliano, Lillo Martínez",M,18,21.432.447-3,g.lillo39@ug.uchile.cl,Universidad de Chile,+56 9 3570-8096,Ingeniería y Tecnología,Ingeniería Civil Industrial,1
"Hernán Miguel, Cortés Ríos",M,19,21.172.085-K,hernán.cortés@ug.uchile.cl,Universidad de Chile,+56 9 5045-2901,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Josefina Marjorie, Carvajal Valencia",F,21,20.934.809-4,j.carvajal@userena.cl,Universidad de La Serena,+56 9 1707-8596,Ingeniería y Tecnología,Ingeniería Civil Industrial,2
"Hugo Dante, Figueroa Santos",M,26,19.299.861-7,h.figueroa92@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9844-6741,Ciencias de la Salud,Odontología,5
"Urbano René, Villanueva Pizarro",M,25,19.886.179-0,u.villanueva@uai.cl,Universidad Adolfo Ibáñez,+56 9 0649-1475,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Adriana Renata, Herrera Romero",F,29,18.591.605-0,a.herrera72@uv.cl,Universidad de Valparaíso,+56 9 2704-6696,Ciencias de la Salud,Medicina,8
"Celia Lorena, Vásquez Cortés",F,21,20.366.912-5,c.vásquez0@ug.uchile.cl,Universidad de Chile,+56 9 1466-5329,Ciencias de la Salud,Enfermería,2
"Waldo Clemente, Toro Ríos",M,22,20.433.502-8,waldo.t50@ug.uchile.cl,Universidad de Chile,+56 9 7766-9438,Ciencias Sociales y Humanidades,Psicología,3
"Sofía Natalia, Venegas Arancibia",F,18,21.752.335-K,sofía.venegas@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2560-8031,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Héctor Waldo, Calderón Lara",M,28,18.646.622-4,héctor.calderón@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3035-2012,Ciencias Sociales y Humanidades,Psicología,6
"Zaqueo Víctor, Vergara López",M,19,21.780.998-8,z.vergara57@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1223-5970,Ciencias Naturales,Física,3
"Nemesio Ramón, Fernández Muñoz",M,23,20.597.584-6,nemesio.fernández@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7958-4057,Ciencias Naturales,Biología,3
"Zenón Nemesio, Ovalle Cuevas",M,28,18.819.599-6,z.ovalle13@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8620-4661,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,7
"Jacinto Osvaldo, Osorio Fuentes",M,29,18.295.281-3,jacinto.o53@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3821-7916,Ciencias de la Salud,Medicina,8
"Isabella Carolina, Silva Arancibia",F,27,19.311.469-8,i.silva33@ug.uchile.cl,Universidad de Chile,+56 9 2256-6500,Ciencias Sociales y Humanidades,Psicología,4
"Flavio Xavier, Palma Espinoza",M,22,20.557.323-6,f.palma@ug.uchile.cl,Universidad de Chile,+56 9 7322-7551,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Jacinto Camilo, Mendoza Medina",M,22,20.459.208-5,jacinto.m63@userena.cl,Universidad de La Serena,+56 9 4617-5519,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3
"Elena Camelia, Peña Calderón",F,30,18.066.217-K,elena.peña@usach.cl,Universidad de Santiago de Chile,+56 9 9316-8382,Ciencias Sociales y Humanidades,Derecho,8
"Sara Elisa, Vergara Salazar",F,22,20.236.311-5,s.vergara97@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7425-4846,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Dante Marco, Cuevas Castro",M,27,19.883.362-1,dante.c30@udec.cl,Universidad de Concepción,+56 9 5465-2871,Ingeniería y Tecnología,Ingeniería Civil,6
"Félix José, Muñoz Cabrera",M,29,18.832.364-7,f.muñoz@udec.cl,Universidad de Concepción,+56 9 2394-0972,Ingeniería y Tecnología,Ingeniería Civil Industrial,8
"Kelvin Yago, Suárez Barrios",M,18,21.478.518-1,k.suárez69@ug.uchile.cl,Universidad de Chile,+56 9 0785-4756,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Marcelo Armando, Ávila Peña",M,23,20.086.681-K,m.ávila49@uv.cl,Universidad de Valparaíso,+56 9 5096-8546,Ciencias Sociales y Humanidades,Trabajo Social,4
"Urbano Roberto, Campos Rojas",M,25,19.155.735-4,urbano.campos@udec.cl,Universidad de Concepción,+56 9 3290-7999,Ingeniería y Tecnología,Ingeniería Civil,6
"Emiliana Mónica, Pérez Fernández",F,18,21.430.594-0,e.pérez40@ua.cl,Universidad Austral de Chile,+56 9 7563-3771,Ciencias de la Salud,Kinesiología,2
"Gabriela Adriana, Villanueva Cortés",F,20,20.919.532-8,gabriela.villanueva@uai.cl,Universidad Adolfo Ibáñez,+56 9 6379-8806,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Nemesio Marco, Fernández Flores",M,29,18.057.679-0,n.fernández@ug.uchile.cl,Universidad de Chile,+56 9 8511-1832,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,7
"Nicolás Nicolás, Barrios Mora",M,26,19.655.813-2,n.barrios57@uv.cl,Universidad de Valparaíso,+56 9 2905-3087,Ingeniería y Tecnología,Ingeniería Civil,4
"Miguel Federico, Osorio Osorio",M,26,19.383.306-6,m.osorio89@ug.uchile.cl,Universidad de Chile,+56 9 6847-9795,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Hernán Alberto, Bustos Lagos",M,30,18.758.518-1,hernán.bustos@uai.cl,Universidad Adolfo Ibáñez,+56 9 6527-1709,Ciencias Sociales y Humanidades,Derecho,6
"Alejandro Eduardo, Garrido Sáez",M,21,20.550.481-2,a.garrido@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4520-0141,Arte y Diseño,Arquitectura,4
"Violeta Magdalena, Garrido Ortega",F,24,19.389.929-6,violeta.garrido@userena.cl,Universidad de La Serena,+56 9 2391-2894,Ciencias de la Salud,Odontología,5
"Rafael Patricio, Carrasco Hernández",M,21,20.270.880-5,r.carrasco12@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6076-6209,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Gabriela Sofía, Leiva Ortega",F,30,18.448.962-0,g.leiva@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5731-8529,Arte y Diseño,Diseño Gráfico,8
"Mario Daniel, Vergara Gutiérrez",M,22,20.370.525-8,mario.v45@usach.cl,Universidad de Santiago de Chile,+56 9 4606-9183,Ingeniería y Tecnología,Ingeniería Civil,2
"Xavier César, Donoso Torres",M,23,20.438.042-7,x.donoso@ua.cl,Universidad Austral de Chile,+56 9 0100-0747,Ciencias Naturales,Geología,4
"Romina Ingrid, Núñez Salazar",F,22,20.528.019-2,r.núñez63@udec.cl,Universidad de Concepción,+56 9 0471-4360,Ciencias de la Salud,Odontología,2
"Álvaro Pablo, Cortés Sepúlveda",M,20,20.372.439-6,á.cortés80@uv.cl,Universidad de Valparaíso,+56 9 2460-5799,Ciencias de la Salud,Kinesiología,2
"Lourdes Alejandra, Reyes Carrasco",F,29,18.738.150-7,l.reyes@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1993-4432,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Fernando Nelson, Fuentes Ríos",M,24,19.479.349-9,f.fuentes@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9402-4408,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Ulises Yerko, Pérez Aravena",M,20,20.192.603-2,ulises.pérez@ug.uchile.cl,Universidad de Chile,+56 9 0277-4740,Ciencias de la Salud,Kinesiología,2
"Ulises Hernán, Villalobos Escobar",M,19,21.474.242-1,ulises.v93@uai.cl,Universidad Adolfo Ibáñez,+56 9 2402-4964,Ciencias Naturales,Geología,2
"Gloria Renata, Campos Peña",F,28,18.370.345-1,gloria.c91@uai.cl,Universidad Adolfo Ibáñez,+56 9 3238-7621,Ciencias Sociales y Humanidades,Sociología,7
"Lorena Teresa, Avendaño Peña",F,30,18.329.681-1,l.avendaño69@udec.cl,Universidad de Concepción,+56 9 4792-3000,Ingeniería y Tecnología,Ingeniería Civil Industrial,8
"Maximiliano Franco, Torres Lagos",M,19,21.890.284-7,maximiliano.t48@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1824-1079,Ciencias de la Salud,Medicina,3
"Sebastián Claudio, Tapia Moreno",M,22,20.715.043-0,s.tapia81@ua.cl,Universidad Austral de Chile,+56 9 8712-7540,Ciencias Sociales y Humanidades,Derecho,4
"Salvador Juan, Villanueva Ovalle",M,26,19.344.948-7,salvador.villanueva@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6145-2264,Ciencias Naturales,Geología,4
"Celia Camila, Escobar Osorio",F,25,19.260.392-0,c.escobar76@uv.cl,Universidad de Valparaíso,+56 9 2891-2386,Ciencias de la Salud,Kinesiología,5
"Vanessa Natalia, Lillo Poblete",F,25,19.481.545-K,vanessa.l81@udec.cl,Universidad de Concepción,+56 9 7626-3221,Ciencias de la Salud,Odontología,6
"Carlos Waldo, Toledo Reyes",M,18,21.377.172-2,c.toledo@uai.cl,Universidad Adolfo Ibáñez,+56 9 6221-2112,Arte y Diseño,Arquitectura,2
"Sebastián Andrés, Valencia Santos",M,21,20.723.357-6,s.valencia78@ug.uchile.cl,Universidad de Chile,+56 9 0106-8503,Ciencias Sociales y Humanidades,Sociología,2
"José Salvador, Castro Fariña",M,21,20.264.336-7,j.castro@ug.uchile.cl,Universidad de Chile,+56 9 0935-8823,Ingeniería y Tecnología,Ingeniería Civil Industrial,2
"Nora Raquel, Catalán Palma",F,24,19.218.869-7,nora.c46@ug.uchile.cl,Universidad de Chile,+56 9 2510-0793,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Marco Felipe, Flores Contreras",M,19,21.974.889-1,marco.flores@udec.cl,Universidad de Concepción,+56 9 1487-9969,Ingeniería y Tecnología,Ingeniería Civil Mecánica,1
